age,body_type,education,ethnicity,height,income,job,orientation,religion,sex,sign,status
34,fit,graduated from masters program,indian,68,150000,sales / marketing / biz dev,straight,agnosticism,m,scorpio,single
31,fit,graduated from college/university,,69,50000,sales / marketing / biz dev,straight,,m,leo,single
29,average,working on space camp,white,69,20000,rather not say,gay,agnosticism and somewhat serious about it,m,scorpio but it doesn&rsquo;t matter,single
26,average,graduated from college/university,white,74,70000,science / tech / engineering,straight,atheism and laughing about it,m,virgo but it doesn&rsquo;t matter,single
23,athletic,working on college/university,,71,20000,other,straight,agnosticism and laughing about it,m,taurus but it doesn&rsquo;t matter,single
23,curvy,working on college/university,"middle eastern, white",71,20000,student,gay,other but not too serious about it,m,aquarius and it&rsquo;s fun to think about,single
37,average,working on ph.d program,asian,70,40000,education / academia,straight,other,m,leo,single
19,average,two-year college,"black, hispanic / latin",66,20000,student,straight,catholicism but not too serious about it,m,virgo but it doesn&rsquo;t matter,single
25,athletic,working on two-year college,white,70,40000,other,straight,,m,pisces,single
25,fit,graduated from college/university,white,73,100000,banking / financial / real estate,straight,catholicism but not too serious about it,m,virgo and it&rsquo;s fun to think about,single
32,athletic,graduated from college/university,,68,20000,other,straight,,f,cancer but it doesn&rsquo;t matter,single
28,fit,graduated from masters program,asian,70,150000,banking / financial / real estate,straight,agnosticism but not too serious about it,m,cancer and it&rsquo;s fun to think about,single
41,athletic,graduated from masters program,white,70,70000,other,straight,agnosticism but not too serious about it,m,aquarius but it doesn&rsquo;t matter,single
28,athletic,graduated from college/university,white,72,100000,computer / hardware / software,straight,judaism but not too serious about it,m,leo and it&rsquo;s fun to think about,single
35,fit,graduated from college/university,white,70,80000,medicine / health,straight,atheism,m,,single
40,average,college/university,pacific islander,64,80000,law / legal services,straight,,f,,single
26,fit,graduated from college/university,white,68,60000,computer / hardware / software,straight,judaism but not too serious about it,m,aries,single
23,,,white,61,20000,other,straight,other and laughing about it,f,pisces and it&rsquo;s fun to think about,single
22,athletic,working on two-year college,white,68,20000,student,straight,other and laughing about it,m,cancer but it doesn&rsquo;t matter,single
59,athletic,graduated from law school,white,71,100000,medicine / health,straight,judaism but not too serious about it,m,,single
31,average,graduated from college/university,white,70,100000,medicine / health,straight,,m,,single
26,average,,hispanic / latin,68,30000,other,straight,christianity but not too serious about it,m,virgo,single
18,athletic,working on high school,"black, pacific islander, hispanic / latin",69,20000,other,straight,islam but not too serious about it,m,aquarius and it&rsquo;s fun to think about,single
26,fit,graduated from college/university,black,67,40000,science / tech / engineering,straight,christianity and somewhat serious about it,m,capricorn and it&rsquo;s fun to think about,single
22,average,working on college/university,white,73,20000,student,straight,agnosticism but not too serious about it,m,taurus but it doesn&rsquo;t matter,single
31,skinny,graduated from college/university,white,68,50000,education / academia,straight,agnosticism,m,aquarius,seeing someone
47,athletic,graduated from law school,white,70,150000,education / academia,gay,other and somewhat serious about it,m,pisces and it&rsquo;s fun to think about,single
35,jacked,dropped out of space camp,"native american, hispanic / latin, white, other",70,20000,other,straight,agnosticism and very serious about it,m,pisces and it matters a lot,single
26,average,working on college/university,white,68,100000,entertainment / media,gay,,f,pisces and it&rsquo;s fun to think about,single
65,athletic,graduated from college/university,white,70,100000,construction / craftsmanship,straight,agnosticism and laughing about it,m,aries but it doesn&rsquo;t matter,single
25,fit,graduated from masters program,"asian, white",75,150000,science / tech / engineering,straight,agnosticism and laughing about it,m,aries and it&rsquo;s fun to think about,single
33,thin,graduated from college/university,white,69,30000,other,straight,atheism and very serious about it,f,aquarius and it&rsquo;s fun to think about,single
63,average,graduated from masters program,white,67,40000,other,straight,christianity but not too serious about it,f,scorpio and it&rsquo;s fun to think about,single
23,average,graduated from college/university,"middle eastern, white",72,70000,education / academia,bisexual,judaism but not too serious about it,m,,single
31,a little extra,graduated from masters program,white,70,100000,science / tech / engineering,straight,atheism and somewhat serious about it,m,,single
29,curvy,graduated from college/university,asian,72,40000,sales / marketing / biz dev,straight,other and laughing about it,m,cancer and it&rsquo;s fun to think about,single
25,fit,working on college/university,white,66,20000,computer / hardware / software,straight,atheism,m,libra but it doesn&rsquo;t matter,single
64,average,graduated from ph.d program,white,65,150000,medicine / health,gay,,f,,single
20,thin,graduated from high school,white,75,20000,construction / craftsmanship,straight,,m,gemini,single
25,thin,graduated from college/university,white,71,30000,science / tech / engineering,straight,agnosticism and laughing about it,m,cancer but it doesn&rsquo;t matter,available
24,average,graduated from high school,white,71,20000,entertainment / media,straight,agnosticism and laughing about it,m,cancer but it doesn&rsquo;t matter,seeing someone
32,athletic,working on college/university,,70,60000,other,straight,catholicism,m,cancer,single
25,full figured,graduated from college/university,,67,20000,medicine / health,straight,judaism and somewhat serious about it,f,aries but it doesn&rsquo;t matter,single
55,a little extra,dropped out of college/university,white,74,80000,computer / hardware / software,straight,atheism and somewhat serious about it,m,,single
26,fit,graduated from masters program,"asian, white",65,60000,medicine / health,straight,catholicism,f,virgo,seeing someone
27,athletic,graduated from college/university,asian,65,70000,science / tech / engineering,straight,,m,aries but it doesn&rsquo;t matter,single
23,curvy,graduated from college/university,,69,30000,other,straight,atheism and laughing about it,f,pisces but it doesn&rsquo;t matter,single
33,curvy,graduated from masters program,white,68,60000,education / academia,straight,buddhism and laughing about it,f,scorpio but it doesn&rsquo;t matter,seeing someone
48,average,graduated from college/university,white,70,100000,banking / financial / real estate,straight,christianity,m,gemini but it doesn&rsquo;t matter,single
28,skinny,graduated from college/university,asian,63,20000,student,straight,islam but not too serious about it,f,leo but it doesn&rsquo;t matter,single
28,fit,dropped out of space camp,other,65,20000,hospitality / travel,bisexual,agnosticism and very serious about it,f,taurus and it&rsquo;s fun to think about,available
32,fit,graduated from college/university,white,67,150000,sales / marketing / biz dev,straight,agnosticism and somewhat serious about it,f,aries and it&rsquo;s fun to think about,single
